Latitude,Longitude
24.50381588156056,92.043626772109
24.57678842799046,92.03595291467845
24.55750440683073,92.0240569321161
24.54954401473582,92.01785884452991
24.5223679493828,92.08948395686984
24.558797531016353,91.99708814029051
24.590266753652134,92.06792925467747
24.56563655623201,92.03586349228037
24.519089460649337,92.09033769959943
24.520948141497275,92.00004346333179
24.58018063696263,92.0831314543659
24.587271432136006,92.05568159000548
24.58934042044013,92.03513204761566
24.51487958998292,92.05333856223872
24.53532580014557,92.02434934696157
24.502362593484648,92.04142971560019
24.582535942482984,92.00544906563965
24.53928649466998,92.00824844358635
24.51084565188986,92.08705240208847
24.556413884307005,92.02207920626005
24.5667981138409,92.01398769738161
24.526149652976716,92.02410867036383
24.547282913404576,92.03343062429491
24.521618050393236,92.07494547056088
24.564355625824753,92.07923909609354
24.533469750472097,92.02847253212103
24.584318607075904,92.07176181234404
24.553859075572248,92.08298260628462
24.56184484095784,91.99708580782512
24.57265327527124,92.06090426316601
24.527635554931226,92.04738536590727
24.51834999624215,92.01386598287706
24.569072351146744,92.04885310863148
24.578741128470334,92.01202127033379
24.525874550343346,92.04604368262268
24.5474364105923,91.99919699286875
24.56656349908456,92.02189955192421
24.582376905431495,92.08215855923787
24.53194107561579,92.0296069803766
24.559879702479456,92.07355125479567
24.53601558394002,92.09119964744929
24.5642656065087,92.07972036862209
24.58356882358607,92.04563793178146
24.56773854862832,92.0084318223534
24.529812796313024,92.08677250017755
24.59057764620413,92.00455299153329
24.583471847645747,91.9987947027638
24.512301479012965,92.08237580894318
24.574977563369,92.0427523558027
24.517223368778286,92.06169540579022
24.56588071552797,92.06196994153554
24.586887122163834,92.00093684761704
24.584637114741668,92.01336795213899
24.50610611876586,92.08280908799796
24.51179730156639,92.05381919604173
24.587417714363188,92.03042904506756
24.544499456067975,92.05409655649181
24.582415704305664,92.00430511674087
24.519638870209494,92.0809244285815
24.582985737145513,92.0011765752615
24.519727762633774,92.0534152452284
24.510845541771175,92.01537586218778
24.53826330546522,92.06020536757322
24.53954488268979,92.02737311354042
24.522717432830778,92.09292545694802
24.555800103712244,92.02357844284022
24.520792520515272,92.07457549230304
24.546405268741907,91.99607097299042
24.570868252284527,92.04712768296986
24.530933566195717,92.01099537280105
24.525829844710508,92.08575383798032
24.551756704167506,92.06730390941803
24.549205399193582,92.01174661590775
24.561360507929702,92.01422636128059
24.54923226951955,92.0698897784598
24.534305580844137,92.0164305256439
24.54229163886207,92.00825130577918
24.554144979454552,92.08309861041252
24.534608156398775,92.05060535920727
24.52708324043254,92.0757010476478
24.515950647760178,92.0591507639778
24.52049764474942,92.05929573322676
24.582310073977336,92.07748673601107
24.585776091033892,92.06579085407694
24.50209038684107,92.08314067958581
24.56910923083855,92.0045874566277
24.511102648648258,92.0909209730122
24.560664103480235,92.03057410775652
24.533889864847247,92.06347081480044
24.578094794859407,92.02329319314559
24.529639165320862,92.02386649892406
24.556568743368263,92.09385702554874
24.501251052604996,92.01365034670538
24.543442685961992,92.00026513854063
24.584747038102496,92.01773239665614
24.582084384099,92.04424834959362
24.58086226035222,92.07467933961725
24.523822930835554,92.09144968452433
24.522316425907572,92.06884693073243
24.523667483748206,92.04613984830259
24.530523802043245,92.05595820906953
24.51291280908284,92.02516005887979
24.54694716690067,92.065848856186
24.524815261721,92.0585302566332
24.559893983018274,92.07217987789363
24.543350927789696,92.00973654210435
24.536426320839855,92.06088556841733
24.51108591315697,92.08291721532184
24.590208486771754,92.05681827042544
24.56235671176643,92.04512511232527
24.572616743209302,92.06379957643095
24.543012657117426,92.05538868004938
24.569794061501927,92.08250099065954
24.529358451206754,92.03703546025967
24.545997390719467,92.09070067329391
24.559405792015642,92.05661038074514
24.548423379990716,92.06520602669774
24.55376863600753,92.0559720905364
24.54674409501308,92.02496717227191
24.554524651813164,92.04488428973609
24.50378739070071,92.05478940615515
24.55202673872789,92.07873232051504
24.515393751844428,91.99533016102971
24.546246057673567,92.02160940532268
24.51816086594606,92.08720718359417
24.54175121371211,92.0690956649204
24.526563422248806,92.01697223802584
24.574560911990982,92.0262164016696
24.549272415584927,92.08402146157717
24.571704636316387,92.06597436312646
24.519007242718246,92.05068921044366
24.557857338390225,92.01430134357595
24.50915420488364,92.01432370050688
24.562134888224445,92.04383271163738
24.526540191566244,92.00740926552197
24.546440388715663,92.0728599535832
24.570992296038735,92.02190744897277
24.531077624989443,92.08742896174951
24.53752927276295,92.02658219087489
24.539405458040072,92.06950934654073
24.5146453383985,92.01093965555461
24.576316831762803,92.04697081688943
24.569516660412088,92.03979934749233
24.535330745124583,92.06835457696984
24.527152920428662,92.03528266847239
24.576517275638498,92.06130538549603
24.534270521175753,92.08336738962196
24.53787140106434,92.09207390759265
24.512095723358044,92.05353695444738
24.52339041385479,92.07891151744603
24.558582237366917,92.08497116547454
24.56576062001466,92.02409285605813
24.5176766073913,92.05322856817577
24.52635756733441,92.08519066088121
24.506686607036325,92.09279431906124
24.503530127963746,92.06601843024747
24.507324017835728,92.05537835031976
24.526197353690893,92.05779155346215
24.522760747927233,92.04555631039358
24.57995222072842,92.05707087350697
24.505692516944684,91.9991173506817
24.528698034530258,92.04583914545564
24.526011429914334,92.06067555596599
24.54015676866913,92.01927526871397
24.513786031289346,92.05046725874584
24.582642749772706,92.04370142334338
24.527556561595116,92.08840839338457
24.588244698815046,92.00291789508017
24.52223954848749,92.00974747628393
24.519462381798633,92.05065604395146
24.580187268263533,92.04200952024114
24.504612991994456,92.02430578160252
24.538555865482152,92.0507114066056
24.52718799077781,92.02739361046235
24.54453077706405,92.05066432445905
24.573981537020554,92.08542589213468
24.548643493044843,92.03496760670521
24.57014486774292,91.99694617699217
24.56577183386731,92.06083383185796
24.57266195317444,92.01276242943506
24.50202441165302,92.04657625663216
24.505940061747374,92.04539115955575
24.530313117554353,92.07578028148414
24.590301395910572,92.0434074392033
24.535347078524172,92.00006559545272
24.507177853215747,92.06867482831319
24.573875960513053,92.00264277563555
24.51439695525523,92.05066168099108
24.52573141503488,92.09280035997146
24.582133412064884,92.0813668949022
24.538005488214665,92.08349722486882
24.546286058695735,92.086630048718
24.538670722450647,92.00581341110716
24.5112827270483,92.05737868435773
24.53743042747076,92.01532785728357
24.569686804046395,92.06046399060476
24.556159195961094,92.05911684513508
24.529792033781725,91.99889250660668
24.579845814525253,92.04616749858809
24.507958231291394,92.00146926712289
24.559929153551593,92.02815619578108
24.509888406915437,92.0455037117521
24.510846723614762,91.99893937030801
24.528050281359548,92.02848669681529
24.568017309518424,92.04464463038265
24.537712018761518,92.06531727057501
24.51684706117789,92.08308220262451
24.553924223648192,92.02289647538409
24.52759668667244,92.09373343025436
24.583811399215563,92.021147437832
24.53079290247594,92.06689045048867
24.510954137189223,92.05720978350948
24.562992790671846,92.00569137276678
24.550607778375134,92.0502722973798
24.58783459731375,92.05892223278997
24.588320501959146,92.08176827416493
24.561651937217672,92.06487766790576
24.52499446042786,92.01045915479804
