Latitude,Longitude,Map
24.50381588156056,92.043626772109,10
24.57678842799046,92.03595291467845,40
24.55750440683073,92.0240569321161,40
24.54954401473582,92.01785884452991,40
24.5223679493828,92.08948395686984,40
24.558797531016353,91.99708814029051,40
24.590266753652134,92.06792925467747,40
24.56563655623201,92.03586349228037,30
24.519089460649337,92.09033769959943,10
24.520948141497275,92.00004346333179,40
24.58018063696263,92.0831314543659,60
24.587271432136006,92.05568159000548,40
24.58934042044013,92.03513204761566,40
24.51487958998292,92.05333856223872,40
24.53532580014557,92.02434934696157,40
24.502362593484648,92.04142971560019,40
24.582535942482984,92.00544906563965,40
24.53928649466998,92.00824844358635,40
24.51084565188986,92.08705240208847,10
24.556413884307005,92.02207920626005,10
24.5667981138409,92.01398769738161,40
24.526149652976716,92.02410867036383,10
24.547282913404576,92.03343062429491,40
24.521618050393236,92.07494547056088,10
24.564355625824753,92.07923909609354,40
24.533469750472097,92.02847253212103,10
24.584318607075904,92.07176181234404,40
24.553859075572248,92.08298260628462,10
24.56184484095784,91.99708580782512,40
24.57265327527124,92.06090426316601,40
24.527635554931226,92.04738536590727,40
24.51834999624215,92.01386598287706,40
24.569072351146744,92.04885310863148,40
24.578741128470334,92.01202127033379,10
24.525874550343346,92.04604368262268,40
24.5474364105923,91.99919699286875,40
24.56656349908456,92.02189955192421,10
24.582376905431495,92.08215855923787,40
24.53194107561579,92.0296069803766,10
24.559879702479456,92.07355125479567,40
24.53601558394002,92.09119964744929,10
24.5642656065087,92.07972036862209,40
24.58356882358607,92.04563793178146,40
24.56773854862832,92.0084318223534,40
24.529812796313024,92.08677250017755,40
24.59057764620413,92.00455299153329,40
24.583471847645747,91.9987947027638,40
24.512301479012965,92.08237580894318,10
24.574977563369,92.0427523558027,40
24.517223368778286,92.06169540579022,40
24.56588071552797,92.06196994153554,40
24.586887122163834,92.00093684761704,40
24.584637114741668,92.01336795213899,40
24.50610611876586,92.08280908799796,10
24.51179730156639,92.05381919604173,40
24.587417714363188,92.03042904506756,10
24.544499456067975,92.05409655649181,40
24.582415704305664,92.00430511674087,40
24.519638870209494,92.0809244285815,10
24.582985737145513,92.0011765752615,40
24.519727762633774,92.0534152452284,40
24.510845541771175,92.01537586218778,40
24.53826330546522,92.06020536757322,40
24.53954488268979,92.02737311354042,40
24.522717432830778,92.09292545694802,10
