Latitude,Longitude,Map
24.731484717679848,92.0945777885352,40
24.769952595431896,92.063399216732,10
24.75896194023385,92.08503145141131,60
24.786222014305494,92.04402333113867,40
24.727891840498298,92.07640779714859,40
24.76071657115883,92.12053061438817,40
24.759289395170068,92.05135762544688,10
24.758200818750534,92.08962298604007,40
24.77433641326184,92.10424942862863,40
24.777310444672143,92.08898068526487,40
24.755122062028498,92.04353289840068,80
24.788849328867872,92.06599407247303,10
24.781232802056696,92.05839897766181,40
24.728136972543343,92.03171321777121,80
24.761569890674515,92.09626982921561,40
24.79271671180815,92.05035499479466,40
24.78038472422221,92.11299374078898,40
24.74080469175484,92.03972549955967,10
24.794256242612878,92.03083929055894,10
24.75433001212738,92.09376974425487,40
24.79621028705463,92.07005789028872,10
24.728993198448357,92.03612904452598,40
24.78409363271409,92.10550752503504,90
24.750855229252462,92.06421298708774,10
24.787729457213697,92.05422842202478,10
24.743645931122323,92.0536982345282,10
24.736571932683272,92.03154568534474,10
24.796977578907736,92.11533130550734,50
24.775616965766094,92.06194617528573,40
24.728846931008484,92.04407585222211,10
24.737952626494653,92.06823027400492,10
24.80217525314677,92.05272479726283,10
24.780035333286328,92.11536001776643,90
24.773281416565816,92.03702194072396,40
24.777401220396005,92.08861690780496,40
24.784541218421364,92.09682783887038,40
24.748525629625707,92.05898583942253,40
24.746571018067787,92.08294222804915,10
24.728951846477976,92.07115819891976,40
24.79593235782453,92.10940155462522,60
24.75767306784266,92.0629224792864,40
24.737193751521744,92.03982916222625,10
24.739700986438667,92.07582637107208,40
24.788277379763485,92.04078424317295,10
24.733058987496356,92.04497568607962,40
24.789298990117477,92.10292523693491,20
24.7957947512686,92.09118227034588,10
24.80196474222318,92.1077220981182,40
24.78014739046922,92.04073083240931,40
24.764227558125018,92.04933981861312,40
24.772450066433247,92.10187935952806,40
24.771272127828805,92.10193883561949,40
24.77137744081382,92.07433890604293,40
24.785467621243406,92.07693602918471,40
24.723271983473676,92.11806074795552,40
24.810718246896986,92.09268086218965,40
24.757549970071246,92.03750638465743,40
24.77371088420151,92.09548684829612,40
24.798150573606605,92.04858086429994,40
24.749513238788058,92.08460633325382,40
24.778003054695798,92.06395293025741,40
24.80770559013197,92.11884479085735,40
24.775097626622376,92.05688494415868,30
24.72575781449288,92.10850505304556,40
24.786750967567205,92.09896825075693,40
24.808275637821488,92.12056012351805,40
24.751998202955726,92.0567591792581,40
24.784755817457974,92.11517159883012,40
24.74374712493456,92.08302563898988,40
24.724258641964205,92.08124249750792,40
24.803170902073465,92.05473490132283,10
24.77624970355641,92.06984367319819,40
24.807029340840575,92.04636364226121,10
24.77323394242433,92.07057357166893,40
24.729199119945605,92.11413711637131,40
24.73783300997622,92.11553081095934,40
24.741936276168115,92.06149604318213,40
24.75788304410382,92.12455526430283,40
24.73080866680095,92.10044784601153,10
24.808869162919258,92.11124357864982,90
24.77879333896258,92.07610062368128,40
24.73036165845968,92.03961820113807,10
24.722681194750997,92.03285049958775,40
24.78547551123636,92.08825288271596,40
24.806536291870646,92.11874890784057,10
24.753511312242377,92.0616718903121,10
24.74903936426895,92.08559178915849,40
24.751214134409572,92.04417895569428,10
24.730262088659085,92.11884090774312,40
24.7278467708496,92.10622043767803,40
24.74388723438305,92.09518908460305,10
24.74231066824648,92.067797554825,10
24.782942996737994,92.10854557157198,40
24.727538702676707,92.03464080810305,80
24.72558671386362,92.05057474636732,40
24.75995372532362,92.11853804773152,40
24.76065808913863,92.09880637062078,40
24.78612356700528,92.09672481170733,40
24.723816989732093,92.04764817811261,40
24.734616387031686,92.11760500518137,40
24.79949039944544,92.10296119965832,40
24.728658193691622,92.12231027219605,40
24.72736916494832,92.11075676435573,40
24.801934508142516,92.09353286333642,40
24.78687914308718,92.12430082802817,40
24.788370893499405,92.0413251181606,10
24.7630438285932,92.09983900518722,40
24.790308670950292,92.0543786578258,80
24.740711398337798,92.12543850877957,10
24.76414047419835,92.10356093446055,40
24.77083043594293,92.11760972593166,40
24.764888190633233,92.07296823175297,40
24.791444267835818,92.06118599549922,10
24.767698563562828,92.06980640471546,40
24.761250263391155,92.06201895828019,10
24.724946659286726,92.10536673669483,40
24.791700159005934,92.09576965282922,40
24.799182537566754,92.03088081809543,40
24.744534034895608,92.04121235791976,40
24.78856244734131,92.08529272494413,40
24.78208911501704,92.12247268301874,40
24.722268051614076,92.04319790818009,40
24.79465154229295,92.10316467550746,10
24.773464273294156,92.11421223742627,40
24.728090936041983,92.02907165366808,40
24.732070978196703,92.07969750442413,40
24.77082054273298,92.06089193548026,10
24.80085161285895,92.06625987244614,30
24.72951933468774,92.10964297505977,10
24.781930794136642,92.12259986122532,40
24.77666060542856,92.04874990027157,80
24.734239658505587,92.10765349576474,40
24.739802816786813,92.05381208652264,10
24.77430639205618,92.04138446034,40
24.776727838282945,92.04099289715194,10
24.770607931613654,92.12069790312398,40
24.81142674107927,92.06053534177994,40
24.773244365524565,92.09159697710837,40
24.76042292189938,92.11293525831923,10
24.779815621387076,92.04022674278715,10
24.727690365489416,92.08722147011498,40
24.807437998256766,92.06033516211332,40
24.761500664989043,92.11198690402581,10
24.76260335284911,92.07544625811668,40
24.779033083812912,92.12000135371501,40
24.736226877089575,92.0840985175767,40
24.80514338353428,92.0981985625339,10
24.80522160840637,92.05819963709591,40
24.788064417430878,92.10982054716301,10
24.773513091804645,92.04154603920486,40
24.796730131161308,92.10937335773623,10
24.740209017221865,92.0566852441837,10
24.80212582662981,92.06373802248496,10
24.77991706855537,92.05095396629243,10
24.758267444521774,92.12199128995677,40
24.731925222913112,92.03811943736348,80
24.760024013254224,92.03664888989513,40
24.732576982055747,92.03840337871138,80
24.80483316553999,92.07008851906565,80
24.754875411273378,92.04887096610837,40
24.806655657594636,92.12549789552727,90
24.77739073502014,92.06457113222692,40
24.73540172126227,92.06386424161084,40
24.76605072208611,92.09894817036755,40
24.774251155091537,92.04275005879391,40
24.763246893249363,92.07465008591798,40
24.79057691263364,92.0760917751821,10
24.762248816319776,92.07533741827352,40
24.760888765444307,92.10505542651042,10
24.7661952591702,92.08968991508334,40
24.78729630610752,92.08229118650087,40
24.732790260952903,92.06296464945703,40
24.789692536344404,92.08411407871796,10
24.75552489183743,92.06325556525917,40
24.74098057220976,92.1256359911852,40
24.727915590762652,92.05265937246207,40
24.806080598864085,92.10473371321437,40
24.784006433489125,92.11062467590125,10
24.74196337030471,92.03503850578278,40
24.805388545125613,92.06754991973484,10
24.76982088568822,92.03267929641936,40
24.809240909778822,92.07284937204572,80
24.78455278700862,92.0271902359418,10
24.7310775038608,92.03666771763721,40
24.7392075608812,92.06081680715857,40
24.732652417200235,92.08977118701088,40
24.80457991345296,92.0819631698199,10
24.791555961547505,92.05421418741659,40
24.76388436245972,92.05276209016596,40
24.78579135702753,92.07794215469058,40
24.756522058998492,92.1011141580303,10
24.791276029137478,92.0486286389545,40
24.749111166626854,92.12422339627497,40
24.79096843563547,92.05279041874921,10
24.72252950241142,92.11314466695697,40
24.748128807393094,92.09096333191847,40
24.76229641047977,92.09192815967124,10
24.73223990032087,92.04031257028508,10
24.79935919908391,92.08014007461574,40
24.753678420471655,92.10442154116241,10
24.803101685199284,92.052465372723,10
24.805305055184384,92.09092129038974,10
24.752243465724383,92.07023556897546,40
24.77740644450527,92.05773166426306,40
24.7390228502333,92.04964206766688,40
24.737923821521118,92.05630567667957,10
24.75556639539472,92.05753075657269,40
24.732351365626805,92.03775814292946,40
24.810942993177637,92.08417323250433,40
24.74380178785587,92.04576969116013,40
24.751293783765785,92.10810453968273,10
24.793317659585252,92.10198849358147,90
24.738981912640316,92.04919724270907,40
24.742725058239042,92.11378531739484,10
24.72705421058076,92.09351245627919,40
24.72250104748579,92.1061588651778,40
24.798411994765356,92.1225748043728,40
24.779197701145677,92.0813378222105,40
24.770412371937514,92.04905537458164,80
24.79030724968955,92.05200721175105,10
24.777519585035552,92.11861036184764,40
24.731768064847458,92.06815818607535,10
24.80023484099966,92.06769286559654,10
24.750695777200196,92.0418399053696,80
24.726162187185714,92.05936532161869,10
24.731933895412975,92.02746080851844,40
24.734223365039504,92.06290228310715,40
24.730377889161097,92.06901399539821,40
24.776384464224204,92.07865055183294,40
24.739744306287832,92.05248246364853,40
24.759137596928788,92.10854074487706,40
24.794352251002085,92.07174317440246,40
24.744845882686967,92.06043601512582,40
24.80083091930458,92.04114720672271,10
24.738615313824184,92.08380780179525,40
24.764276315638558,92.05186122496016,40
24.7676048559352,92.08923317447795,40
24.761651325890348,92.05197629166841,80
24.791968880578064,92.10797748321411,10
24.78169616199009,92.0419119110773,40
24.725758954735362,92.05739086386818,40
24.778137589905718,92.07724793809629,40
24.732988417139893,92.0794759417905,40
24.776178526229753,92.06815358128563,40
24.733378070767092,92.08170083042597,40
24.76267479458988,92.08779193310058,40
24.78143810818897,92.04802703755772,80
24.802719644080135,92.08157035587097,10
24.79483729370571,92.06247751708229,80
24.741899010672384,92.04880783260984,80
24.75826290445543,92.10197989402779,40
24.750621947793014,92.11608584361396,10
24.804425294194484,92.07693498130428,10
24.80873085017733,92.11664979359892,10
24.72864178970456,92.07591661145605,40
24.76383337643777,92.06164191437117,40
24.787638268545518,92.05799369392537,10
24.75701786078943,92.12184311119157,40
24.76487033106788,92.08851228048972,40
24.763111534131955,92.0633543369133,40
24.804936092472865,92.06950821242403,80
24.800802345949336,92.04889164770566,10
24.81147307994118,92.10369890847107,40
24.78083856879916,92.10113490308679,40
24.800901128446515,92.08586918610814,40
24.748492686742726,92.11545196968578,10
24.79463248829272,92.02878553790633,10
24.741954446091768,92.09636228208048,40
24.736468143291205,92.05076390702564,40
24.74057284094156,92.08225859813777,40
24.775148660855578,92.05423642884747,40
24.741586845119794,92.06384176220502,40
24.787492160814672,92.05236101191103,10
24.752249179957865,92.02967386130305,40
24.792118061439286,92.03032376802754,10
24.774926450668353,92.07843617574737,10
24.78672819647922,92.10105985838821,90
24.7640137577001,92.12054089826447,40
24.770560143856667,92.10645905455881,40
24.773403364414477,92.05809525790372,10
24.802664443610954,92.07942851088292,40
24.754972870336594,92.05955977935328,40
24.73339452282117,92.08613326683869,40
24.786356210428515,92.06338200807782,40
24.767814026098936,92.11255057939877,10
24.73067890990049,92.10134291557677,40
24.802991898272108,92.08628934625705,40
24.73493246488443,92.10640346588808,40
24.769175771507573,92.07358595144663,40
24.749154155486796,92.11127442010356,10
