Latitude,Longitude,Map
24.73856674000856,92.0651218211299,40
24.796626470858243,92.04653255203532,10
24.804231732020863,92.10486342617118,90
24.78680865606689,92.12538006056266,40
24.79783702996267,92.04999801082522,10
24.75085915440041,92.09777457447147,10
24.73113385512973,92.08624268081985,40
24.73413704391691,92.11583911708881,40
24.743995416689597,92.12121528780403,40
24.792709326073496,92.06982053522883,10
24.744769603574685,92.06364076284595,40
24.773046780941883,92.05532391936802,40
24.799099973344404,92.11854679299377,40
24.72526519441028,92.05893696926043,10
24.75224500738605,92.088915587843,40
24.72867702539828,92.04928528998549,40
24.80460412449301,92.05197168695054,10
24.800672030280325,92.05564729938074,10
24.743116703471788,92.04516909639095,40
24.734222649823135,92.0746681634249,40
24.78753522828807,92.10288034041277,20
24.749725558023595,92.09563187227967,10
24.80723132071385,92.07928534366904,10
24.759569130507046,92.08275557066587,40
24.791221002652243,92.06993483512291,40
24.78581905692835,92.09602046567792,40
24.73620799366858,92.02823817477238,10
24.798901389959664,92.08133738859554,40
24.729018085805826,92.0801437877377,40
24.744637597321823,92.1233917928062,40
24.745847286859775,92.08758235594134,40
24.74188915720011,92.04146195703972,40
24.76226780489533,92.1230034121424,40
24.808546802584793,92.03901803089477,10
24.754681541765688,92.03825667954695,40
24.80204630884128,92.08307710095104,40
24.806387547116323,92.05025341361483,10
24.799123906588676,92.09191996276952,40
24.7539738980406,92.04589775472058,10
24.74647358342885,92.10950012784882,10
24.81013678637312,92.08775818279197,40
24.788651885562917,92.0565821826986,10
24.796559406808584,92.06915253289476,80
24.734504728206005,92.09880308930981,40
24.793246257390315,92.10661431484748,40
24.79407165264406,92.04235762221218,10
24.799932198252506,92.10558020480408,40
24.7907503617293,92.08032821731702,40
24.783907142082878,92.10141083345437,10
24.7981580512155,92.03445591018871,10
24.77031487792551,92.09436770972167,40
24.730480522048083,92.09914283892537,40
24.776187852010988,92.02844703670165,10
24.791530350519604,92.09218868923428,40
24.75771106060776,92.12387925644049,40
24.738678300452655,92.05596907488822,10
24.76391128263535,92.11097667465991,40
24.739550276659536,92.04118375467095,10
24.78762362719911,92.1067928058191,40
24.754694188126603,92.10515173232628,40
24.744785704588022,92.07676162549627,10
24.774300349167582,92.10626348226172,40
24.756663992278597,92.07218073218425,40
24.73938247863951,92.10269205713912,10
24.76847207542521,92.0325504730234,10
24.766862722596834,92.05737428629615,50
24.73431843811174,92.11386999692618,10
24.792178378168735,92.03678606451561,40
24.77740201944703,92.10666357837586,90
24.762169088701224,92.0611716901315,10
24.758528560444052,92.05257579634898,10
24.790688993726448,92.07108804037382,10
24.73605869975374,92.08630669545481,40
24.734754520336157,92.03611979905024,40
24.765036440475413,92.03033448007278,10
24.748161353641976,92.02754686205878,40
24.811628946637615,92.07651390971088,10
24.762110241888532,92.10649143636263,10
24.754065352755685,92.08798742163535,10
24.76526190059359,92.12119726352906,40
24.72407910342389,92.08441424333965,40
24.728082812124192,92.03589521488352,80
24.79945430494928,92.08238174845172,40
24.792088640656086,92.03213304340079,10
24.80497298917691,92.12557741035242,40
24.78693354112225,92.0590696602977,10
24.765438387226784,92.07795587353343,40
24.749378832396356,92.0542091950545,40
24.789611305374205,92.09641921280547,10
24.81101103109096,92.09598472729859,40
24.794365385309547,92.07497691940758,10
24.773396333748675,92.0689703835989,90
24.792131729314598,92.06183947374964,10
24.769805694543546,92.09921967973708,40
24.804545241251052,92.02925215860395,10
24.75509454056761,92.0741830376822,40
24.797858637061054,92.07263610341532,80
24.78661115543009,92.09946609104293,40
24.738885385726167,92.04449118946204,80
24.726878379404337,92.06487406948192,10
24.79282201195165,92.12560564647326,40
24.728946979364654,92.09571270466544,40
24.743396284123058,92.05651971481682,10
24.734400749866698,92.10346036057965,40
24.722460702162174,92.08345776862129,40
24.755469608602453,92.06054501064799,40
24.790683625036547,92.05655518570232,80
24.756343151371293,92.04015366358533,40
24.806372163811165,92.11104415616808,10
24.733339489046685,92.04406056421207,10
24.80860722871013,92.09208863298556,40
24.722789744390777,92.1228187217409,10
