Latitude,Longitude,flooded
24.73856674000856,92.0651218211299,0
24.796626470858243,92.04653255203532,0
24.804231732020863,92.10486342617118,0
24.78680865606689,92.12538006056266,0
24.79783702996267,92.04999801082522,0
24.75085915440041,92.09777457447147,0
24.73113385512973,92.08624268081985,1
24.73413704391691,92.11583911708881,0
24.743995416689597,92.12121528780403,0
24.792709326073496,92.06982053522883,0
24.744769603574685,92.06364076284595,0
24.773046780941883,92.05532391936802,0
24.799099973344404,92.11854679299377,0
24.72526519441028,92.05893696926043,1
24.75224500738605,92.088915587843,0
24.72867702539828,92.04928528998549,1
24.80460412449301,92.05197168695054,0
24.800672030280325,92.05564729938074,0
24.743116703471788,92.04516909639095,0
24.734222649823135,92.0746681634249,1
24.78753522828807,92.10288034041277,0
24.749725558023595,92.09563187227967,0
24.80723132071385,92.07928534366904,0
24.759569130507046,92.08275557066587,0
24.791221002652243,92.06993483512291,0
24.78581905692835,92.09602046567792,0
24.73620799366858,92.02823817477238,0
24.798901389959664,92.08133738859554,0
24.729018085805826,92.0801437877377,1
24.744637597321823,92.1233917928062,0
24.745847286859775,92.08758235594134,0
24.74188915720011,92.04146195703972,0
24.76226780489533,92.1230034121424,0
24.808546802584793,92.03901803089477,0
24.754681541765688,92.03825667954695,0
24.80204630884128,92.08307710095104,0
24.806387547116323,92.05025341361483,0
24.799123906588676,92.09191996276952,0
24.7539738980406,92.04589775472058,0
24.74647358342885,92.10950012784882,0
24.81013678637312,92.08775818279197,0
24.788651885562917,92.0565821826986,0
24.796559406808584,92.06915253289476,0
24.734504728206005,92.09880308930981,0
24.793246257390315,92.10661431484748,0
24.79407165264406,92.04235762221218,0
24.799932198252506,92.10558020480408,0
24.7907503617293,92.08032821731702,0
24.783907142082878,92.10141083345437,0
24.7981580512155,92.03445591018871,0
24.77031487792551,92.09436770972167,0
24.730480522048083,92.09914283892537,1
24.776187852010988,92.02844703670165,0
24.791530350519604,92.09218868923428,0
24.75771106060776,92.12387925644049,1
24.738678300452655,92.05596907488822,0
24.76391128263535,92.11097667465991,0
24.739550276659536,92.04118375467095,0
24.78762362719911,92.1067928058191,0
24.754694188126603,92.10515173232628,0
24.744785704588022,92.07676162549627,1
24.774300349167582,92.10626348226172,0
24.756663992278597,92.07218073218425,0
24.73938247863951,92.10269205713912,0
24.76847207542521,92.0325504730234,0
24.766862722596834,92.05737428629615,0
24.73431843811174,92.11386999692618,0
24.792178378168735,92.03678606451561,0
24.77740201944703,92.10666357837586,0
24.762169088701224,92.0611716901315,0
24.758528560444052,92.05257579634898,0
24.790688993726448,92.07108804037382,0
24.73605869975374,92.08630669545481,1
24.734754520336157,92.03611979905024,0
24.765036440475413,92.03033448007278,0
24.748161353641976,92.02754686205878,0
24.811628946637615,92.07651390971088,0
24.762110241888532,92.10649143636263,0
24.754065352755685,92.08798742163535,0
24.76526190059359,92.12119726352906,0
24.72407910342389,92.08441424333965,1
24.728082812124192,92.03589521488352,0
24.79945430494928,92.08238174845172,0
24.792088640656086,92.03213304340079,0
24.80497298917691,92.12557741035242,0
24.78693354112225,92.0590696602977,0
24.765438387226784,92.07795587353343,0
24.749378832396356,92.0542091950545,1
24.789611305374205,92.09641921280547,0
24.81101103109096,92.09598472729859,0
24.794365385309547,92.07497691940758,0
24.773396333748675,92.0689703835989,1
24.792131729314598,92.06183947374964,0
24.769805694543546,92.09921967973708,0
24.804545241251052,92.02925215860395,0
24.75509454056761,92.0741830376822,0
24.797858637061054,92.07263610341532,0
24.78661115543009,92.09946609104293,0
24.738885385726167,92.04449118946204,0
24.726878379404337,92.06487406948192,1
24.79282201195165,92.12560564647326,0
24.728946979364654,92.09571270466544,1
24.743396284123058,92.05651971481682,0
24.734400749866698,92.10346036057965,0
24.722460702162174,92.08345776862129,1
24.755469608602453,92.06054501064799,0
24.790683625036547,92.05655518570232,0
24.756343151371293,92.04015366358533,0
24.806372163811165,92.11104415616808,0
24.733339489046685,92.04406056421207,0
24.80860722871013,92.09208863298556,0
24.722789744390777,92.1228187217409,0
24.78640832149708,92.05101043332968,0
24.79479980114054,92.09295865860602,0
24.78302818527969,92.08304926342316,0
24.779633454337397,92.10504564738011,0
24.743698215241675,92.05448297567108,0
24.75565739854533,92.07597980698675,0
24.72809888090032,92.09123795463212,1
24.756680878526474,92.08875195190878,0
24.73447315314761,92.10181116272084,0
24.777546026008437,92.12176993665646,0
24.763843099919253,92.08425341654214,0
24.766541374233213,92.04706818921981,0
24.770706040927728,92.07934924672537,0
24.762072576685448,92.05574090131532,0
24.727427665647728,92.04172959986829,0
24.809216671862345,92.1101891631227,0
24.804845250975596,92.02955745683703,0
24.797307809378182,92.10065529398524,0
24.74776933774887,92.04788203938435,0
24.752317146868144,92.09043912913417,0
24.728733372778485,92.07176475354487,1
24.7735292859863,92.08727922323413,0
24.807551737363724,92.11122303101014,0
24.800745099603354,92.0706167401731,0
24.807069864605864,92.04723810476939,0
24.79722066270459,92.02971129787922,0
24.78309840478132,92.07151923869974,0
24.723699584975677,92.08338464614695,1
24.80810259550083,92.11185838521979,0
24.731624074725115,92.03759334688533,0
24.764088764700702,92.02695517983668,0
24.734207557015722,92.1087591361035,0
24.773756553388566,92.10018544362184,0
24.769759475844626,92.05595396181461,0
24.81042755241317,92.10634981974651,0
24.785699361047048,92.04756403569044,0
24.743374980762447,92.04926482485294,0
24.748377499432653,92.05668413467066,0
24.794347491645315,92.0602692284629,0
24.78797703195243,92.0520544799305,0
24.722831543830313,92.09268266517311,1
24.74151314904644,92.07315912872693,1
24.782915837352977,92.05983956606563,0
24.770352960403535,92.08283315127409,1
24.79323150034266,92.10438342145692,0
24.75572066438998,92.09271706472667,0
24.778546917294562,92.11938846255894,0
24.78679114600488,92.0987074796319,0
24.740697147252256,92.08936906655164,0
