Latitude,Longitude,AVE
24.80521291893422,92.11318504394318,2
24.77441438623359,92.1164244200899,0
24.750357729621587,92.04151781741628,-1
24.799109214624504,92.06978162348332,0
24.766229830417014,92.07164772733265,-1
24.754518895952586,92.05282328246592,0
24.77501599411675,92.05754488163383,0
24.725822342936198,92.09693111750389,0
24.738524888893508,92.04574286213317,0
24.787917601316853,92.03933521715945,0
24.749480267393242,92.1192915155708,0
24.81044504934513,92.12362668779775,0
24.733684598003894,92.02735937816638,-1
24.792682455769963,92.09362503700434,-1
24.752825647968223,92.06064462123601,0
24.765764937412072,92.07921814157535,-1
24.811026563441835,92.1206638815147,-1
24.793833936512115,92.04537940802354,-3
24.735830378061596,92.03008646248091,2
24.74586589726893,92.06308884940172,0
24.808895222384642,92.0630649245757,0
24.76536451124621,92.04648308099524,0
24.804086073831684,92.04800538016345,0
24.797731035966788,92.03203765324535,-5
24.742749118772604,92.10591637277055,0
24.74170708282444,92.0565398897391,5
24.759314302845155,92.07576382565045,0
24.73849242602319,92.04101477681158,0
24.731685203759515,92.07051830611599,0
24.796450438570755,92.12053582039802,0
24.769928148379673,92.08807752684295,0
24.753437478356542,92.11254345561625,0
24.774042876183735,92.12247114554624,-1
24.799350489549347,92.06352449658063,0
24.747608697416087,92.1021245217389,0
24.733877928259204,92.12120018944084,-1
24.780493950669253,92.11491873126944,0
24.782102693706765,92.10421334889091,0
24.75632273392048,92.11729393865052,0
24.724008100411723,92.07164281314155,1
24.735459925280317,92.12480724686318,0
24.804916616781046,92.04777137513825,0
24.742698209268507,92.05605997102896,2
24.72818122479064,92.12394969008103,-1
24.756575532013965,92.04676410194162,0
24.731278985246647,92.05485034126737,0
24.72908763557634,92.08153177514083,0
24.780940922968124,92.07637333162877,0
24.722821866647386,92.08033140864573,1
24.728133799425663,92.04891901065146,0
24.790404365589595,92.09524222459795,0
24.741250745833145,92.11361779252547,0
24.8077305426728,92.0903816106137,0
24.7765600728798,92.11694356369516,0
24.775401783222783,92.11536283604462,-1
24.765847129061225,92.06170019247976,0
24.789788400056462,92.04542597907542,-1
24.749475317665734,92.02927760636246,0
24.74615652453482,92.11406981111355,1
24.758423088302457,92.0859726097348,5
24.77417580560318,92.06115450886,0
24.79459549358094,92.1003117808674,1
24.80542314121284,92.03089372881395,7
24.76864166017337,92.0734392430441,0
24.731162649261684,92.08736092250624,1
24.730015764326378,92.05648130702095,0
24.79158989454473,92.09504698198964,0
24.741709554037936,92.05938557670545,0
24.73723812373862,92.10188781881862,2
24.769070378710246,92.04431062041611,0
24.762650794179194,92.08843169923875,0
24.764103021526108,92.05546610178786,0
24.80691890293967,92.0991563640704,1
24.785555167256682,92.04220910973275,-1
24.73273419058013,92.12301401080248,-1
24.781675628831703,92.04241789442612,-1
24.77476175299677,92.05745736610673,0
24.80801300443006,92.02874868245506,2
24.783106330781017,92.05473110970821,0
24.7798402299268,92.07720864060988,0
24.801927928639135,92.04931615583058,0
24.75648204098275,92.02692255811223,0
24.760440236091043,92.08682937298555,1
24.765797231626408,92.11547899782472,0
24.755444991299118,92.10997526725967,0
24.7222961992504,92.12310145247737,1
24.78036472642103,92.02971770008376,-2
24.78182341596481,92.02851699948306,1
24.72524340020187,92.11470644520124,0
24.753345232428483,92.10761127251,-1
24.72898351725719,92.0993122128507,1
24.800965496408857,92.04184088286263,-5
24.77683879663892,92.12557758145878,0
24.7704776774638,92.08178701747954,0
24.793610804999858,92.03202234640469,-2
24.764086318708294,92.05249991463901,0
24.754372476047998,92.0745484678673,0
24.764646337065187,92.03274234433475,5
24.763826612572426,92.09711890004458,0
24.74065242275264,92.08642626400477,-1
24.803912078220343,92.060267472951,-1
24.729255533227327,92.08965261649504,0
24.73558213125689,92.04775612212116,0
24.772583828825688,92.07601203689302,-1
24.764722917302972,92.0959318735842,0
24.784059894771726,92.06520286870177,0
24.806541707293725,92.05815836062274,0
24.73325906834917,92.06628999403019,0
24.811145284919327,92.09897272234778,-1
24.724440699656274,92.03768137214868,1
24.774504187516445,92.10228373038062,-1
24.76766782987967,92.03610667372804,-1
24.730697168755086,92.05349483474944,0
24.75120715371157,92.03318339839863,0
24.747691049977785,92.06140153981863,0
24.751161412401462,92.09107134283028,0
24.77642872538954,92.09779061571577,-1
24.809821546760045,92.02850866363642,2
24.77406833197126,92.04490712619634,0
24.810215103388728,92.05938950342713,-1
24.75735186535875,92.08366803890274,1
24.735968787313464,92.12519209790516,0
24.792873875254475,92.03129944558795,4
24.769278225848595,92.08163801039692,0
24.79362077309679,92.09046026628677,2
24.739822431774098,92.1089594273629,0
24.73663768457912,92.07630331165181,0
24.764198538774263,92.12506390305914,0
24.728551136492932,92.03443816532501,-1
24.735624255155727,92.11763075028553,0
24.731307682806925,92.10218249492016,0
24.792488060436845,92.03474602981167,1
24.73733913131013,92.05536521254595,0
24.728881703131137,92.0845613232069,0
24.73481302539915,92.03815982309186,0
24.759517351102144,92.09669868777037,0
24.722423239652272,92.02778638103598,1
24.784270093143682,92.06270616401338,0
24.784950986210003,92.1098009305878,2
24.76351690238287,92.10686647623238,0
24.808172523962604,92.04582137175439,-3
24.769033299074714,92.10992185602173,2
24.7546718230812,92.08489779372476,4
24.732982861684206,92.07255968551563,0
24.755724299814624,92.05727978255761,0
24.789640586379853,92.036679251787,3
24.725570619941326,92.03685604053393,0
24.745179437499196,92.1033677149312,0
24.79630935468432,92.03351009811443,-5
24.72795099466608,92.02742473952898,-1
24.740301378234903,92.0771176210176,0
24.74643805391586,92.12138107202404,0
24.742094712289237,92.12222584836647,-1
24.751115934016788,92.08820833918938,-1
24.73184904993507,92.0917832481974,0
24.7277024165127,92.1086598809194,0
24.804259424021282,92.0882980507427,0
24.744486768856575,92.0920956059818,0
24.72232377364529,92.12227347117151,1
24.733058169534566,92.07503038023576,0
24.72688036136221,92.08291288661796,0
24.72905607845914,92.08480289643295,0
24.811570614347634,92.12103634427876,-1
24.733875481234257,92.09765206611895,-1
24.793584327858202,92.07454608728649,2
24.772727261161744,92.03084628512849,-1
24.728314787411005,92.0931489950278,0
24.800290896294065,92.03559806093229,-1
24.727011471984962,92.06837854963844,0
24.79088163583314,92.07714534923375,3
24.810468414454405,92.0734058837953,1
24.77082154032269,92.12321748379394,0
24.776643666932287,92.03689272737704,-2
24.742083347354164,92.04724503867371,0
24.771456197345003,92.10868783037826,0
24.738553999996792,92.10310518960321,2
24.75074287431278,92.05374651888289,-1
24.72293772071629,92.10473470260506,0
24.78341209223535,92.0907124084496,-1
24.747964805884404,92.04288834168364,0
24.767920818900688,92.10833117130359,0
24.765264197664077,92.09697049644447,0
24.738382031871566,92.12375637447587,0
24.7813131370478,92.04723696326099,0
24.796649284775494,92.10349058398977,1
24.807238512033635,92.0596887758505,0
24.779541303844287,92.09855395121438,-1
24.738328136638366,92.10334356648968,2
24.740229333565647,92.07747678010293,0
24.727555032286592,92.10810569240883,0
24.78623860785189,92.08325986824524,0
24.74163093415919,92.06929243407808,0
24.756611983129034,92.0395582200506,0
24.76276112327484,92.11872255066866,0
24.76042965126694,92.05594613417811,2
24.789287038235656,92.11116018852016,3
24.769209992800423,92.0348977522888,-1
24.742375065959855,92.10969771666294,0
24.801304778158134,92.05055036292471,0
24.755501344429955,92.06870259472772,0
24.78438168538022,92.05282403342146,0
24.780669910783793,92.0822099059775,0
24.777451982392794,92.04347003377357,0
24.779014044985473,92.0421955436465,0
24.73599455766313,92.08127349111845,0
24.734485451989485,92.11583016621228,0
24.74757387547648,92.04037430770886,0
24.75202945032315,92.05639509385254,-1
24.784375062394957,92.03214027046441,0
24.756649564749086,92.09190989728364,-1
24.76711033306732,92.12454736465618,0
24.80438151344964,92.08886094714528,0
24.741492820981836,92.0624385155936,0
24.72653495725298,92.05955465308327,0
24.725297109872418,92.05582077724445,0
24.808287585069596,92.03435029796412,1
24.75321787772786,92.10912083863883,0
24.75848868191406,92.10240844368117,-2
24.76615461627785,92.06843549318448,0
24.805087864742806,92.03590261759668,0
24.727848129800854,92.10837499242439,0
24.764019457088484,92.07626011377731,0
24.752802244655875,92.04063579299026,1
24.73976530740269,92.07378300730917,0
24.767181343805433,92.10861507785411,0
24.79555013397238,92.10242547395033,1
24.775914774223754,92.08251743955978,0
24.764854220134623,92.08320084111817,0
24.801411149805745,92.07671890484849,1
24.76010270779595,92.06063748248458,0
24.756331205949245,92.10693740560312,0
24.76188028918387,92.05805868832455,4
24.735520133542703,92.09241931463283,0
24.745166770969238,92.10779251563049,-1
24.764908201452865,92.03637673133879,0
24.78966451130097,92.08311816835256,0
24.76861800790225,92.1135355014507,1
24.748088975892664,92.05712352920462,0
24.74857879965835,92.06079590986776,0
24.75055340545429,92.0450158268038,0
24.80045470934284,92.08884318432199,0
24.75850012351446,92.08115235538044,-1
24.776077190847776,92.11492964656067,0
24.777524250331158,92.05825772788451,0
24.79622076211886,92.06093922243018,0
24.741851370167243,92.12218396961703,2
24.808656614318984,92.04117001388009,-1
24.76433027949612,92.07700291709446,0
24.777830397155718,92.10713823020946,0
24.738906068949095,92.1067547270073,0
24.791236271062395,92.1076760931542,0
24.74133898140729,92.03048179533971,0
24.752486346975022,92.10502712491956,0
24.783457965933433,92.05414482170346,0
24.7824983998915,92.05970958050027,0
24.723499055881078,92.07992271339482,1
24.796933181463437,92.07026415345189,0
24.781364487390423,92.04335114969881,-1
24.74526492051467,92.0845292808887,2
24.810178406727584,92.03202648115153,0
24.790635318917715,92.08022950426462,0
24.74415627815742,92.0469915660685,0
24.809446187375737,92.04160181768297,-1
24.754686016440075,92.0332057293089,0
24.76995193960512,92.12083569169332,0
24.807898423521912,92.08903694207497,1
24.791297534167594,92.09683897662723,0
24.726421575374708,92.06931943194878,0
24.778206129927106,92.0920165040131,1
24.76517831327763,92.09760429719654,0
24.769285822735124,92.10246442122366,0
24.757442657748587,92.09680833344761,1
24.77431071920119,92.11883427951669,0
24.75952199871841,92.07345966802845,0
24.80271939981304,92.03292727558222,5
24.739020237845367,92.06855411070568,0
24.808172781393242,92.08490761103336,0
24.729270011440928,92.10765763861308,0
24.761636581820706,92.08585589724527,1
24.77591273277557,92.04190156801545,0
24.795046089341835,92.04762644155277,-1
24.729259128209105,92.03839390770881,-2
24.810343096204562,92.06690893986053,0
24.736538708728922,92.12515023693663,0
24.744904357108187,92.09305386001371,0
24.778193429026395,92.08450627856098,-1
