Latitude,Longitude,Map
24.70802732420484,91.97379420996528,40
24.73263563998269,91.90728847621907,90
24.712985903145906,91.94699070390857,40
24.700561432016297,91.9416701559981,50
24.71574899928942,91.98636668364736,80
24.732194873443266,91.98821448672795,40
24.741559294435206,91.93609906274773,10
24.73312239253436,91.9883934198443,40
24.71532912180949,91.92010253633717,90
24.712117580053835,91.97994488261209,10
24.663182286855946,91.97939330660311,10
24.723621600268547,91.92440311572729,40
24.70249564260282,91.97835780465627,40
24.713029911494356,91.91074203102305,90
24.706157097437714,91.91373854885909,40
24.71914399369901,91.9492770623641,20
24.672896808609902,91.98703900969733,10
24.707673205701578,91.95949210950847,40
24.719225014871608,91.97586522411787,40
24.660042852782297,91.97870903361066,10
24.69796697041528,91.94226167929268,60
24.723176238707453,91.977955911367,10
24.669012482109572,91.95553678918911,10
24.67873878184768,91.89918725978923,40
24.684074040798077,91.92417476989904,40
24.670833282013696,91.96642009433987,10
24.677122929896193,91.97310070994605,40
24.72386297953333,91.92938957459941,10
24.678547117251167,91.91837652522662,10
24.668660683945475,91.9877654447435,10
24.707513665038967,91.98343041691452,40
24.73858951624739,91.89662028715344,90
24.736996335716935,91.92494258225888,40
24.744111224188288,91.89686039378407,30
24.74666135233212,91.97541784764753,10
24.687447832549058,91.92464631820188,40
24.695827440120773,91.92873546259916,80
24.744340813309027,91.93841962354207,40
24.686512399243043,91.96325198472825,40
24.66699456565652,91.98882410183805,10
24.73386919840922,91.96604320948452,10
24.723821933400885,91.90653143520667,30
24.702092814157773,91.9511275262686,40
24.686594815889713,91.97366627520378,10
24.738159639585298,91.96453965811128,40
24.744639984736285,91.93481495560822,10
24.70572052608062,91.97180078648289,40
24.6598593550688,91.95070941523613,10
24.70317639668031,91.95896944744312,40
24.73713375208108,91.95392920443811,30
24.68964573555593,91.92753314320208,40
24.731449755673047,91.98437552690304,40
24.717263084597203,91.92184673462583,30
24.66178207150039,91.90011219708482,10
24.700443368130156,91.91185323888466,30
24.74188310907573,91.95065056920953,40
24.673142334859207,91.93062697304595,10
24.663028849108468,91.93451790627942,10
24.743495761521828,91.97021598275442,10
24.694256031005228,91.97262405157437,40
24.688899586269986,91.91193006221266,10
24.719806498089625,91.97850057470626,10
